claim_ID,insured_amount,claim_amount,coverage_type,months_since_policy_start,province,claim_hour,previous_claim_count,sales_channel,customer_seniority_years,risk_zone
15639,1572000,388000,Fire,1,Mendoza,16,4,Call Center,8.4,Low
15640,1417000,189000,Glass,24,CABA,14,0,Online,0.4,Low
15641,2099000,306000,Glass,17,Buenos Aires,8,0,Online,16.8,Medium
15642,2240000,99000,Liability,8,Buenos Aires,1,0,Branch,2,Medium
15643,1727000,381000,Fire,59,Santa Fe,22,1,Call Center,14,Medium
15644,2389000,266000,Fire,44,Buenos Aires,14,2,Broker,7,Medium
15645,2233000,179000,Theft,7,Mendoza,3,2,Branch,3.1,High
15646,2022000,333000,Liability,35,Cordoba,20,1,Broker,5.2,Low
15647,1549000,263000,Glass,42,Cordoba,14,0,Broker,2.5,Low
15648,1759000,426000,Liability,9,Santa Fe,2,2,Broker,4.9,Low
15649,785000,211000,Glass,2,CABA,17,2,Broker,16,Medium
15650,2118000,522000,Theft,45,Mendoza,15,1,Call Center,5.8,High
15651,2013000,385000,Theft,2,CABA,10,3,Branch,1.9,Medium
15652,2094000,429000,Fire,15,CABA,0,1,Broker,2.6,Medium
15653,2252000,197000,Theft,5,Buenos Aires,22,0,Online,4.9,Low
15654,2193000,479000,Theft,62,Cordoba,11,2,Call Center,10.6,Medium
15655,1945000,179000,Liability,2,Buenos Aires,15,2,Broker,1.1,High
15656,2024000,279000,Theft,2,Mendoza,9,0,Online,3.2,High
15657,1298000,430000,Fire,29,CABA,10,1,Call Center,2.8,Medium
15658,1708000,351000,Fire,5,Santa Fe,9,2,Broker,2.5,Low
15659,2025000,176000,Fire,3,Santa Fe,11,1,Broker,8,Medium
15660,1632000,414000,Liability,4,CABA,9,0,Broker,0.6,Low
15661,2430000,334000,Liability,21,CABA,0,1,Call Center,5.8,Medium
15662,1671000,258000,Liability,6,CABA,9,1,Branch,5.2,Low
15663,2108000,146000,Theft,11,Santa Fe,19,2,Branch,2.9,Low
15664,2058000,343000,Theft,45,Santa Fe,5,3,Call Center,1.9,High
15665,2373000,284000,Glass,4,Buenos Aires,9,1,Call Center,0.9,Medium
15666,2450000,316000,Flood,42,Santa Fe,15,3,Call Center,2.3,Low
15667,2347000,141000,Theft,35,Buenos Aires,16,0,Branch,3.3,Low
15668,947000,258000,Theft,42,Mendoza,20,2,Branch,7.7,Medium
15669,2597000,348000,Fire,10,CABA,21,0,Call Center,1.9,Low
15670,2764000,488000,Liability,15,Mendoza,7,2,Branch,0.3,Medium
15671,1759000,279000,Liability,29,Santa Fe,10,1,Branch,0.9,Medium
15672,2118000,444000,Flood,0,Cordoba,2,3,Call Center,15.8,High
15673,1555000,379000,Liability,26,Cordoba,12,0,Broker,1.7,Low
15674,1026000,323000,Fire,3,Santa Fe,19,1,Online,0.6,Medium
15675,1631000,199000,Liability,8,Cordoba,12,2,Branch,0.6,Medium
15676,1730000,203000,Flood,39,Mendoza,12,2,Call Center,7.3,Low
15677,1823000,362000,Liability,24,Buenos Aires,5,1,Online,5.4,Medium
15678,1521000,247000,Fire,23,Cordoba,10,1,Call Center,17,Medium
15679,1633000,238000,Theft,6,Mendoza,6,2,Broker,3.8,High
15680,1994000,282000,Fire,26,Buenos Aires,7,2,Online,0.3,High
15681,1615000,284000,Glass,3,Cordoba,9,1,Branch,4.7,Low
15682,2272000,390000,Liability,80,Mendoza,7,2,Call Center,0.7,Medium
15683,2341000,249000,Glass,6,Cordoba,13,3,Online,5,Medium
15684,3190000,380000,Fire,42,Mendoza,18,1,Call Center,2.9,Medium
15685,2563000,344000,Flood,60,Mendoza,16,3,Online,6.6,Medium
15686,2122000,133000,Fire,4,Santa Fe,19,0,Branch,6,Medium
15687,1690000,329000,Theft,0,CABA,1,2,Online,2.1,Low
15688,2147000,33000,Fire,49,Santa Fe,2,1,Broker,3.2,Low
15689,2163000,210000,Fire,34,Santa Fe,6,3,Branch,11.4,Medium
15690,1743000,346000,Flood,4,Cordoba,0,1,Broker,25.9,Low
15691,2392000,299000,Fire,42,Santa Fe,12,1,Online,3,Medium
15692,1301000,123000,Fire,39,Santa Fe,4,1,Online,5.5,Medium
15693,1878000,188000,Flood,14,Cordoba,9,2,Broker,0.3,Low
15694,2278000,39000,Liability,70,Mendoza,13,0,Call Center,2.4,Low
15695,1856000,166000,Theft,20,CABA,9,2,Online,2.1,Medium
15696,1897000,358000,Fire,14,Cordoba,1,2,Call Center,0.7,Medium
15697,1931000,244000,Glass,0,Cordoba,11,3,Online,1.1,Medium
15698,1582000,317000,Theft,73,Mendoza,22,2,Call Center,11.8,Medium
15699,2587000,301000,Theft,3,CABA,14,2,Branch,5.6,Medium
15700,1491000,303000,Theft,8,Santa Fe,3,0,Broker,1,High
15701,2159000,402000,Theft,31,Buenos Aires,13,2,Branch,5.5,Medium
15702,2207000,280000,Liability,0,Santa Fe,20,2,Broker,0.2,Medium
15703,1526000,391000,Glass,18,Mendoza,20,1,Call Center,2.3,High
15704,2037000,52000,Glass,4,CABA,7,1,Branch,0.8,Medium
15705,1545000,411000,Glass,0,Cordoba,17,4,Broker,0.3,High
15706,2696000,171000,Liability,24,CABA,13,3,Call Center,2.6,High
15707,1431000,193000,Glass,22,Mendoza,20,3,Branch,2.3,Low
15708,1673000,230000,Liability,31,CABA,3,1,Online,4.4,Medium
15709,1388000,408000,Glass,23,Mendoza,0,1,Broker,1.8,Low
15710,1321000,211000,Liability,14,CABA,13,1,Broker,2,High
15711,2796000,234000,Theft,15,CABA,16,1,Broker,6.1,Medium
15712,2271000,204000,Liability,5,CABA,23,1,Online,4.1,Medium
15713,2070000,326000,Fire,2,Buenos Aires,15,3,Broker,3.5,Medium
15714,1672000,374000,Glass,47,Cordoba,1,0,Online,1.3,High
15715,2454000,470000,Flood,28,Buenos Aires,22,2,Online,6.4,Low
15716,1588000,540000,Fire,3,CABA,12,1,Branch,4.4,Low
15717,2397000,365000,Liability,7,Cordoba,5,1,Call Center,2.6,Medium
15718,1564000,337000,Fire,47,Santa Fe,13,1,Online,2.6,Low
15719,1678000,178000,Glass,77,CABA,4,2,Online,5.7,Low
15720,2379000,491000,Liability,37,CABA,22,2,Online,7.9,Medium
15721,2432000,322000,Liability,20,Cordoba,11,3,Online,1.4,High
15722,2299000,271000,Fire,48,Santa Fe,12,0,Call Center,20.3,High
15723,1475000,339000,Glass,23,CABA,15,1,Online,1.5,High
15724,1777000,236000,Fire,28,CABA,6,0,Branch,1.9,Medium
15725,2078000,66000,Liability,42,Mendoza,11,1,Call Center,3.2,High
15726,1575000,357000,Liability,10,Buenos Aires,14,1,Call Center,0.6,Medium
15727,2685000,434000,Liability,36,Cordoba,16,1,Call Center,0.1,Medium
15728,799000,356000,Fire,5,Buenos Aires,4,0,Call Center,1.9,Low
15729,1611000,299000,Liability,5,CABA,11,2,Broker,3.6,Low
15730,1745000,301000,Glass,40,Buenos Aires,7,1,Branch,0.5,Low
15731,578000,317000,Theft,19,Santa Fe,8,0,Online,1.4,Medium
15732,1302000,314000,Theft,12,CABA,11,0,Branch,13.2,High
15733,2313000,294000,Theft,17,Cordoba,21,0,Broker,8.7,Low
15734,2015000,303000,Flood,91,Mendoza,13,3,Branch,2,High
15735,2787000,456000,Glass,53,CABA,7,0,Call Center,2.1,Low
15736,2773000,347000,Liability,17,Cordoba,23,1,Online,1.6,High
15737,2217000,311000,Flood,19,Santa Fe,19,0,Online,5.4,Medium
15738,2157000,366000,Theft,22,Mendoza,8,1,Online,0.1,High
15739,2033000,366000,Liability,37,CABA,14,1,Call Center,1.5,Low
15740,672000,395000,Liability,49,Buenos Aires,2,1,Online,4.9,Low
15741,1303000,224000,Flood,3,Buenos Aires,20,2,Branch,1.4,Low
15742,2050000,252000,Theft,23,CABA,0,4,Call Center,6.1,Medium
15743,2308000,219000,Theft,6,Cordoba,5,3,Branch,12.4,Medium
15744,2145000,377000,Fire,23,Santa Fe,15,2,Online,6.9,Medium
15745,1554000,372000,Fire,4,Cordoba,9,3,Call Center,7.5,Low
15746,2469000,173000,Theft,39,Cordoba,21,0,Branch,4.6,Low
15747,2741000,339000,Fire,25,Buenos Aires,13,1,Online,3.7,High
15748,2469000,437000,Fire,48,CABA,7,0,Call Center,2.3,Low
15749,2495000,276000,Flood,69,Mendoza,1,2,Broker,37.6,High
15750,1720000,331000,Flood,65,Buenos Aires,0,2,Call Center,5,High
15751,2538000,373000,Theft,3,Buenos Aires,6,1,Branch,1,Medium
15752,2073000,168000,Glass,11,CABA,15,2,Online,2.7,Low
15753,2256000,315000,Glass,15,Mendoza,17,2,Broker,3.6,Medium
15754,2183000,427000,Theft,37,Mendoza,19,0,Call Center,13,Medium
15755,1939000,241000,Fire,0,Cordoba,2,1,Broker,2.9,Low
15756,1570000,383000,Fire,62,Buenos Aires,21,1,Online,2.6,High
15757,1959000,303000,Fire,12,Cordoba,12,2,Broker,8.9,Medium
15758,2493000,233000,Glass,23,Mendoza,2,6,Call Center,4.1,Low
15759,1779000,290000,Theft,94,CABA,0,5,Branch,9.7,Low
15760,2447000,247000,Liability,51,Cordoba,23,0,Call Center,0.3,Medium
15761,2369000,211000,Theft,10,CABA,12,2,Online,0.3,Medium
15762,1851000,275000,Theft,15,Cordoba,14,2,Broker,5.1,Low
15763,2694000,307000,Fire,35,CABA,2,2,Online,9.1,Low
15764,1822000,283000,Theft,32,CABA,4,2,Call Center,14.7,Low
15765,2755000,273000,Glass,29,Buenos Aires,12,0,Call Center,4.1,Low
15766,2217000,323000,Glass,0,CABA,1,3,Online,0.2,Low
15767,1992000,353000,Fire,5,Mendoza,1,0,Broker,1.2,Medium
15768,1556000,186000,Fire,6,CABA,9,1,Branch,10.2,Low
15769,1956000,275000,Glass,6,CABA,19,2,Call Center,10.1,Medium
15770,1898000,103000,Theft,2,Santa Fe,6,1,Branch,1.7,Medium
15771,1371000,284000,Liability,39,Buenos Aires,3,0,Call Center,2.4,Medium
15772,1891000,315000,Liability,10,Buenos Aires,10,1,Branch,2.3,Low
15773,1598000,357000,Liability,35,Buenos Aires,1,1,Online,3.2,Low
15774,2293000,315000,Fire,64,Buenos Aires,18,0,Branch,8.4,Medium
15775,2653000,355000,Flood,9,Buenos Aires,20,1,Call Center,1.6,High
15776,1387000,307000,Fire,14,Santa Fe,14,0,Broker,3.5,Medium
15777,2856000,232000,Fire,2,CABA,16,1,Call Center,5.6,Low
15778,1936000,188000,Fire,8,Cordoba,21,2,Online,0.7,Medium
15779,1512000,274000,Flood,18,CABA,4,2,Call Center,2,Medium
15780,2379000,223000,Fire,4,Buenos Aires,21,2,Call Center,4.1,Medium
15781,1777000,288000,Glass,18,Mendoza,21,0,Call Center,2.3,Low
15782,1959000,251000,Fire,9,Santa Fe,7,1,Call Center,5.1,Medium
15783,1798000,342000,Fire,110,Cordoba,10,2,Branch,13.3,Medium
15784,1592000,305000,Glass,11,Buenos Aires,8,1,Broker,1.2,Medium
15785,2362000,345000,Glass,0,Cordoba,5,2,Branch,5.5,High
15786,1857000,344000,Glass,15,Santa Fe,11,0,Branch,7,Low
15787,1282000,282000,Fire,9,Buenos Aires,8,2,Call Center,0.8,High
15788,2276000,288000,Glass,11,Santa Fe,13,0,Branch,0.8,High
15789,1397000,350000,Fire,11,Santa Fe,14,0,Branch,2.9,Low
15790,1423000,545000,Theft,51,CABA,20,0,Online,4.4,Medium
15791,2596000,201000,Theft,16,Buenos Aires,14,1,Call Center,3.3,High
15792,1402000,304000,Fire,6,Buenos Aires,1,1,Branch,0.2,Low
15793,842000,180000,Liability,37,Mendoza,18,1,Branch,3.8,Low
15794,2311000,298000,Liability,14,CABA,4,2,Online,18.2,Low
15795,1848000,233000,Flood,3,Buenos Aires,5,1,Call Center,13.1,High
15796,1891000,288000,Liability,156,Buenos Aires,11,3,Branch,2.4,Low
15797,1843000,316000,Theft,0,Cordoba,21,1,Online,2,Medium
15798,2116000,251000,Glass,29,Mendoza,13,1,Branch,4.6,Low
15799,1624000,122000,Theft,45,Santa Fe,0,2,Branch,4.3,Medium
15800,2738000,443000,Theft,10,Mendoza,17,0,Branch,6.1,Medium
15801,1262000,384000,Fire,4,CABA,5,2,Call Center,5.8,Medium
15802,2222000,287000,Theft,13,Mendoza,6,3,Call Center,1.2,Medium
15803,2321000,211000,Theft,15,Mendoza,8,1,Call Center,24.1,High
15804,1620000,309000,Liability,194,Mendoza,18,3,Broker,1.6,Medium
15805,1488000,336000,Fire,0,Cordoba,23,3,Call Center,0.4,Low
15806,2509000,377000,Glass,25,CABA,14,2,Broker,0.5,Medium
15807,1505000,386000,Flood,39,Santa Fe,14,1,Call Center,5,Medium
15808,1697000,405000,Fire,23,CABA,21,4,Online,0.2,Medium
15809,2444000,126000,Glass,23,Santa Fe,0,0,Broker,4.9,Medium
15810,2017000,270000,Fire,49,Cordoba,13,2,Call Center,3.2,Medium
15811,1101000,399000,Theft,19,CABA,16,1,Branch,3.4,High
15812,2874000,208000,Glass,51,Cordoba,9,2,Branch,0.7,High
15813,1735000,422000,Theft,5,Cordoba,16,3,Branch,3.5,Low
15814,1799000,481000,Fire,17,Buenos Aires,19,0,Branch,27.2,Low
15815,2128000,419000,Theft,0,Mendoza,18,2,Branch,1.9,High
15816,2313000,366000,Glass,39,Santa Fe,20,2,Online,0.9,Medium
15817,2981000,255000,Fire,36,Buenos Aires,21,3,Broker,1.3,Medium
15818,1170000,328000,Fire,18,Cordoba,19,6,Online,7.4,High
15819,2413000,165000,Glass,12,Cordoba,0,0,Call Center,8.7,Medium
15820,2372000,222000,Fire,11,Buenos Aires,3,0,Broker,0.5,Medium
15821,1931000,229000,Theft,5,Santa Fe,22,0,Branch,13.2,High
15822,2394000,306000,Fire,13,Mendoza,21,1,Call Center,3.3,High
15823,2467000,261000,Fire,8,CABA,11,2,Call Center,7.2,Low
15824,1309000,326000,Liability,20,Mendoza,0,3,Branch,5.4,Medium
15825,2875000,388000,Liability,37,Mendoza,18,1,Call Center,4.5,High
15826,1221000,229000,Fire,28,Buenos Aires,10,2,Online,4.7,High
15827,1432000,315000,Theft,17,Buenos Aires,9,1,Call Center,10.1,Medium
15828,1869000,258000,Theft,71,Buenos Aires,7,0,Broker,3.5,Low
15829,2962000,319000,Liability,5,Santa Fe,17,1,Branch,11.1,High
15830,1846000,369000,Glass,24,Buenos Aires,16,2,Broker,2.9,Low
15831,1984000,392000,Glass,2,Buenos Aires,9,1,Online,0.6,Low
15832,2716000,367000,Fire,26,Buenos Aires,15,0,Call Center,6.4,Medium
15833,1850000,341000,Fire,31,Cordoba,0,1,Online,1.2,Low
15834,1411000,158000,Theft,36,Santa Fe,6,1,Broker,7.1,Low
15835,1791000,192000,Glass,26,CABA,22,5,Call Center,6,Medium
15836,2685000,218000,Fire,3,Mendoza,9,1,Branch,13.1,Low
15837,2035000,336000,Glass,1,CABA,16,1,Online,1.5,Medium
15838,2965000,171000,Fire,30,Santa Fe,4,4,Broker,2.9,Medium
15839,2369000,334000,Fire,38,Cordoba,23,3,Online,0.6,Medium
15840,1678000,326000,Flood,0,Mendoza,8,2,Branch,13.4,Medium
15841,2026000,106000,Fire,3,Buenos Aires,15,2,Branch,4.9,High
15842,1573000,191000,Theft,37,Santa Fe,23,3,Online,2,High
15843,1666000,404000,Theft,82,Mendoza,9,4,Call Center,3.1,Low
15844,4240000,370000,Fire,17,Mendoza,23,0,Broker,6.3,Medium
15845,2509000,215000,Liability,3,CABA,4,0,Broker,0.4,Medium
15846,2431000,197000,Flood,9,Mendoza,2,2,Online,11.3,Low
15847,1688000,55000,Liability,36,Mendoza,10,0,Branch,1.4,Low
15848,2785000,447000,Theft,18,CABA,1,2,Online,0.7,Medium
15849,2550000,304000,Liability,1,Cordoba,20,0,Online,4.8,Low
15850,2941000,488000,Fire,8,Cordoba,6,1,Broker,4.8,Medium
15851,2917000,281000,Liability,33,Mendoza,13,0,Broker,0,Low
15852,1260000,328000,Theft,9,Santa Fe,16,4,Branch,2.3,Medium
15853,1445000,389000,Theft,13,Santa Fe,1,1,Broker,1.2,Low
15854,1498000,464000,Liability,56,Mendoza,2,0,Broker,1.2,Low
15855,1528000,350000,Fire,100,Mendoza,21,1,Broker,5.3,Low
15856,2162000,300000,Theft,33,Mendoza,4,2,Online,6.7,Medium
15857,1717000,303000,Glass,6,Cordoba,18,0,Call Center,4.1,High
15858,3036000,195000,Fire,6,Mendoza,15,5,Online,5.6,High
15859,2952000,262000,Fire,8,Santa Fe,16,0,Broker,8.5,Medium
15860,1997000,305000,Liability,4,Buenos Aires,16,1,Broker,7.3,High
15861,2978000,438000,Glass,4,CABA,8,3,Broker,23.7,High
15862,2744000,257000,Fire,7,Buenos Aires,13,1,Broker,3.6,Medium
15863,1775000,406000,Theft,25,Santa Fe,23,2,Branch,12.2,Medium
15864,995000,292000,Liability,22,Santa Fe,20,2,Broker,0.9,Medium
15865,1891000,424000,Fire,10,Mendoza,8,1,Call Center,5.6,Medium
15866,1678000,368000,Liability,5,Buenos Aires,21,0,Online,1,Low
15867,2103000,361000,Fire,23,Buenos Aires,1,2,Broker,6.8,High
15868,2045000,398000,Theft,3,Cordoba,19,1,Call Center,6.5,Low
15869,2032000,383000,Liability,3,Cordoba,0,3,Branch,0.7,High
15870,2262000,406000,Theft,11,Cordoba,5,0,Call Center,1,High
15871,1394000,513000,Fire,20,Buenos Aires,16,1,Broker,3.4,High
15872,2206000,462000,Theft,31,Mendoza,23,1,Call Center,17.4,High
15873,1780000,347000,Fire,27,CABA,15,1,Branch,1.2,Medium
15874,2100000,256000,Fire,11,Buenos Aires,1,1,Branch,2,Medium
15875,2479000,337000,Fire,25,Mendoza,15,0,Broker,3.5,Low
15876,1388000,107000,Fire,5,CABA,17,0,Branch,1.6,Low
15877,1859000,383000,Flood,16,Mendoza,16,1,Branch,1.3,Medium
15878,1941000,194000,Liability,22,Mendoza,6,0,Broker,12.2,High
15879,1743000,412000,Flood,32,Cordoba,8,2,Branch,1.1,High
15880,2450000,498000,Fire,1,Buenos Aires,11,2,Branch,6.7,Medium
15881,1640000,155000,Liability,2,CABA,14,2,Call Center,3,Low
15882,1722000,295000,Fire,1,Cordoba,7,2,Broker,1.1,Low
15883,1645000,194000,Fire,18,CABA,17,1,Branch,9.8,High
15884,2546000,127000,Theft,20,CABA,21,1,Call Center,1.2,Low
15885,1754000,289000,Liability,0,Santa Fe,19,2,Branch,7.1,Medium
15886,2230000,364000,Fire,25,CABA,19,1,Branch,0.7,Low
15887,2988000,375000,Theft,34,Mendoza,3,1,Broker,2.8,High
15888,1963000,315000,Fire,2,CABA,0,2,Online,6.2,High
15889,2556000,134000,Theft,9,Cordoba,12,5,Broker,1.8,Medium
15890,2836000,312000,Theft,45,Santa Fe,8,4,Broker,4.1,Medium
15891,2514000,151000,Theft,27,Santa Fe,1,0,Branch,3.5,High
15892,1992000,157000,Liability,8,Mendoza,0,1,Call Center,0.1,Medium
15893,2321000,200000,Liability,32,Cordoba,5,1,Online,1.5,Medium
15894,1356000,405000,Theft,52,Santa Fe,21,2,Broker,0.1,Medium
15895,1610000,355000,Theft,8,Santa Fe,14,0,Broker,0.2,Medium
15896,1698000,332000,Theft,27,Santa Fe,17,4,Branch,2.5,Medium
15897,3120000,214000,Theft,2,Buenos Aires,11,1,Branch,2.6,Medium
15898,1594000,261000,Glass,1,Cordoba,1,2,Broker,12.4,High
15899,1586000,163000,Fire,21,Santa Fe,21,3,Broker,12.9,High
15900,1478000,436000,Glass,16,Cordoba,2,1,Online,1.4,Medium
15901,2280000,520000,Theft,39,Mendoza,3,3,Branch,3.7,Medium
15902,2071000,356000,Liability,36,Cordoba,22,3,Call Center,1.3,High
15903,2543000,373000,Glass,8,Mendoza,12,3,Branch,1.8,Low
15904,2336000,284000,Glass,17,Buenos Aires,4,4,Call Center,2.5,Low
15905,1310000,138000,Theft,33,Mendoza,12,0,Branch,4,High
15906,1596000,216000,Fire,7,Mendoza,0,2,Branch,1.8,Low
15907,2683000,253000,Liability,10,CABA,22,4,Call Center,1,Medium
15908,1898000,261000,Fire,1,Mendoza,20,1,Broker,1.8,Medium
15909,2594000,238000,Glass,3,Buenos Aires,17,2,Call Center,8.6,Medium
15910,1925000,305000,Liability,22,Mendoza,5,3,Online,4.7,Medium
15911,1516000,215000,Glass,16,Mendoza,3,0,Broker,0.8,Low
15912,1848000,517000,Theft,4,Buenos Aires,3,0,Branch,1,Medium
15913,1516000,163000,Liability,0,Mendoza,4,0,Call Center,1.1,High
15914,1717000,389000,Fire,4,Mendoza,0,1,Online,5.3,Low
15915,2100000,274000,Liability,33,Cordoba,9,3,Call Center,3.5,Medium
15916,2256000,346000,Theft,2,CABA,7,1,Call Center,10.1,Medium
15917,1205000,351000,Theft,12,Mendoza,20,3,Call Center,1.1,Medium
15918,1991000,316000,Glass,6,Santa Fe,21,1,Branch,1.1,Medium
15919,1707000,187000,Glass,19,Buenos Aires,16,0,Branch,1.6,High
15920,1676000,267000,Theft,17,Santa Fe,16,0,Online,2.9,Low
15921,2066000,317000,Theft,97,Santa Fe,7,0,Branch,4.1,Medium
15922,1725000,311000,Theft,35,Santa Fe,13,0,Online,3.1,Medium
15923,2691000,198000,Theft,66,Santa Fe,20,1,Call Center,7.8,Low
15924,2594000,429000,Fire,20,Buenos Aires,15,3,Call Center,1.9,Medium
15925,2591000,51000,Liability,32,CABA,11,2,Call Center,4.5,Medium
15926,1753000,275000,Liability,54,Santa Fe,8,2,Online,1.5,Low
15927,1519000,208000,Flood,1,Cordoba,3,1,Call Center,3.4,Low
15928,2041000,318000,Theft,59,Mendoza,3,2,Online,4.5,High
15929,1925000,402000,Flood,5,Santa Fe,20,1,Call Center,4.3,Medium
15930,1696000,159000,Fire,29,Santa Fe,17,0,Call Center,0.3,High
15931,1412000,535000,Liability,35,Mendoza,20,0,Broker,2.6,Low
15932,1979000,320000,Flood,2,Mendoza,16,2,Call Center,3.5,Medium
15933,1798000,338000,Liability,73,Buenos Aires,15,0,Call Center,13.5,Medium
15934,2344000,156000,Theft,62,Mendoza,8,2,Branch,3.8,Medium
15935,2333000,295000,Theft,25,CABA,15,0,Branch,4.8,Medium
15936,2550000,397000,Glass,4,Cordoba,22,3,Branch,0.1,Medium
15937,1370000,321000,Flood,20,Santa Fe,1,3,Call Center,8.5,Medium
15938,2201000,314000,Theft,10,Buenos Aires,5,0,Call Center,16.2,Low
15939,1636000,295000,Glass,64,Santa Fe,23,2,Call Center,3.7,Low
15940,1390000,162000,Flood,12,CABA,17,2,Call Center,2.3,High
15941,1786000,162000,Fire,28,Santa Fe,4,0,Call Center,1,High
15942,2534000,417000,Theft,24,Cordoba,17,4,Broker,5,Medium
15943,1814000,388000,Flood,7,CABA,4,3,Branch,4.9,Low
15944,2783000,403000,Theft,18,Santa Fe,22,6,Branch,3.4,Low
15945,2274000,218000,Liability,12,Mendoza,0,0,Broker,8.2,Medium
15946,1803000,284000,Liability,11,Mendoza,0,3,Call Center,5.2,Low
15947,2580000,423000,Fire,47,Cordoba,0,0,Call Center,0.5,Low
15948,2223000,177000,Glass,3,CABA,11,1,Call Center,0.9,High
15949,1534000,413000,Theft,12,Buenos Aires,11,2,Broker,14.8,Medium
15950,2929000,241000,Theft,0,Mendoza,4,3,Online,7,Medium
15951,2130000,214000,Liability,7,Mendoza,11,4,Broker,1.1,Low
15952,2009000,297000,Theft,23,Santa Fe,20,4,Branch,0.3,Medium
15953,1572000,188000,Theft,2,CABA,12,0,Online,1.5,High
15954,2590000,110000,Theft,7,Mendoza,9,1,Broker,5.4,Medium
15955,2259000,308000,Theft,50,Santa Fe,13,0,Call Center,3.2,High
15956,2315000,353000,Theft,28,Buenos Aires,16,2,Call Center,2.5,High
15957,1746000,422000,Fire,1,Buenos Aires,9,0,Call Center,8.9,Medium
15958,2417000,361000,Glass,117,Mendoza,15,1,Online,5.1,High
15959,2456000,497000,Theft,69,Mendoza,7,2,Broker,10.2,Medium
15960,1666000,436000,Fire,3,Mendoza,11,3,Broker,4.9,Medium
15961,1292000,374000,Glass,61,CABA,12,1,Call Center,2.4,Low
15962,2291000,347000,Fire,19,Mendoza,5,0,Broker,0.3,Medium
15963,1213000,423000,Liability,63,Santa Fe,15,1,Broker,1.5,Medium
15964,2076000,79000,Liability,82,Buenos Aires,17,2,Branch,5.1,Low
15965,1776000,252000,Fire,28,CABA,21,0,Call Center,8.1,High
15966,2609000,114000,Fire,8,Buenos Aires,23,0,Branch,7.2,High
15967,1804000,366000,Fire,62,CABA,20,3,Online,4,Medium
15968,2554000,226000,Flood,20,Buenos Aires,2,0,Broker,9.8,Low
15969,1743000,602000,Glass,10,Mendoza,8,2,Call Center,9.4,Medium
15970,2500000,248000,Theft,14,Mendoza,8,1,Branch,5.4,High
15971,3030000,311000,Theft,12,Santa Fe,16,3,Online,2,Low
15972,1466000,260000,Liability,65,Mendoza,6,2,Call Center,4.2,High
15973,2146000,251000,Theft,41,Buenos Aires,20,1,Branch,1.9,Medium
15974,3374000,175000,Fire,0,Santa Fe,11,2,Broker,15.5,Medium
15975,2033000,172000,Fire,0,Buenos Aires,0,0,Branch,6.1,Medium
15976,2031000,82000,Glass,1,Cordoba,6,2,Branch,0.1,Medium
15977,2394000,355000,Glass,22,Santa Fe,4,0,Call Center,2.2,High
15978,2021000,258000,Fire,40,Santa Fe,19,0,Broker,4.7,Medium
15979,1146000,493000,Fire,17,CABA,0,0,Call Center,7.9,Low
15980,2566000,176000,Fire,18,Buenos Aires,20,1,Online,4.5,Medium
15981,999000,448000,Theft,6,Buenos Aires,23,2,Online,1.1,High
15982,1792000,457000,Fire,14,Buenos Aires,8,1,Call Center,0.9,Medium
15983,2604000,428000,Fire,7,Mendoza,15,2,Branch,6,Low
15984,1822000,323000,Theft,7,CABA,7,2,Online,2,Low
15985,1653000,266000,Fire,11,CABA,1,0,Call Center,6.1,Medium
15986,2440000,428000,Fire,1,Buenos Aires,5,2,Branch,9.3,Medium
15987,1574000,221000,Liability,74,Mendoza,15,2,Online,0.4,Medium
15988,1389000,327000,Liability,58,Buenos Aires,22,0,Online,3.9,Medium
15989,2137000,296000,Glass,38,Mendoza,23,2,Branch,0.5,Medium
15990,1909000,211000,Theft,20,Cordoba,22,0,Broker,3.1,Medium
15991,1378000,328000,Fire,40,CABA,0,2,Broker,2.5,Medium
15992,2318000,374000,Theft,87,Cordoba,20,0,Call Center,6,High
15993,2232000,207000,Glass,8,Santa Fe,4,1,Broker,1,Medium
15994,1820000,346000,Fire,10,CABA,12,3,Call Center,7.4,Medium
15995,1854000,77000,Fire,31,Cordoba,2,1,Online,1.7,Medium
15996,2235000,195000,Fire,24,Cordoba,13,1,Branch,0.9,Low
15997,2595000,254000,Flood,41,Santa Fe,21,1,Broker,1.7,Medium
15998,1859000,336000,Flood,10,Mendoza,21,3,Broker,9,High
15999,2327000,387000,Liability,8,Santa Fe,7,1,Online,5,Medium
16000,2283000,308000,Fire,21,Mendoza,20,2,Branch,4.7,Low
16001,2440000,357000,Glass,3,Santa Fe,16,2,Broker,8.7,High
16002,2020000,284000,Liability,0,CABA,18,0,Call Center,4.3,Medium
16003,1544000,340000,Liability,6,Cordoba,13,1,Online,9.3,Medium
16004,1769000,335000,Glass,4,Cordoba,8,2,Call Center,6.6,Low
16005,2171000,249000,Theft,0,Mendoza,6,1,Broker,0.5,Low
16006,2909000,264000,Flood,36,Santa Fe,20,3,Broker,1.5,Low
16007,1758000,360000,Glass,18,Buenos Aires,13,1,Online,4.1,Low
16008,2402000,481000,Theft,26,CABA,0,3,Online,5,High
16009,1836000,421000,Liability,4,Buenos Aires,11,3,Call Center,0.4,High
16010,2055000,187000,Theft,7,Cordoba,3,0,Online,5.6,High
16011,2758000,187000,Liability,1,Santa Fe,23,0,Online,3.1,Medium
